sent_id,target,context,split
13,feels,"['a', 'child', 'when', 'he']",train
13,when,"['child', 'feels', 'he', 'embarks']",train
13,he,"['feels', 'when', 'embarks', 'in']",train
13,embarks,"['when', 'he', 'in', 'a']",train
13,in,"['he', 'embarks', 'a', 'little']",train
13,a,"['embarks', 'in', 'little', 'boat']",train
13,little,"['in', 'a', 'boat', 'with']",train
13,boat,"['a', 'little', 'with', 'his']",train
13,with,"['little', 'boat', 'his', 'holiday']",train
13,his,"['boat', 'with', 'holiday', 'mates']",train
13,holiday,"['with', 'his', 'mates', 'on']",train
13,mates,"['his', 'holiday', 'on', 'an']",train
13,on,"['holiday', 'mates', 'an', 'expedition']",train
13,an,"['mates', 'on', 'expedition', 'of']",train
13,expedition,"['on', 'an', 'of', 'discovery']",train
13,of,"['an', 'expedition', 'discovery', 'up']",train
13,discovery,"['expedition', 'of', 'up', 'his']",train
13,up,"['of', 'discovery', 'his', 'native']",train
13,his,"['discovery', 'up', 'native', 'river']",train
13,native,"['up', 'his', 'river', '<PAD>']",train
13,river,"['his', 'native', '<PAD>', '<PAD>']",train
14,but,"['<PAD>', '<PAD>', 'supposing', 'all']",train
14,supposing,"['<PAD>', 'but', 'all', 'these']",train
14,all,"['but', 'supposing', 'these', 'conjectures']",train
14,these,"['supposing', 'all', 'conjectures', 'to']",train
14,conjectures,"['all', 'these', 'to', 'be']",train
14,to,"['these', 'conjectures', 'be', 'false']",train
14,be,"['conjectures', 'to', 'false', 'you']",train
14,false,"['to', 'be', 'you', 'can']",train
14,you,"['be', 'false', 'can', 'not']",train
14,can,"['false', 'you', 'not', 'contest']",train
14,not,"['you', 'can', 'contest', 'the']",train
14,contest,"['can', 'not', 'the', 'inestimable']",train
14,the,"['not', 'contest', 'inestimable', 'benefit']",train
14,inestimable,"['contest', 'the', 'benefit', 'which']",train
14,benefit,"['the', 'inestimable', 'which', 'i']",train
14,which,"['inestimable', 'benefit', 'i', 'shall']",train
14,i,"['benefit', 'which', 'shall', 'confer']",train
14,shall,"['which', 'i', 'confer', 'on']",train
14,confer,"['i', 'shall', 'on', 'all']",train
14,on,"['shall', 'confer', 'all', 'mankind']",train
14,all,"['confer', 'on', 'mankind', 'to']",train
14,mankind,"['on', 'all', 'to', 'the']",train
14,to,"['all', 'mankind', 'the', 'last']",train
14,the,"['mankind', 'to', 'last', 'generation']",train
14,last,"['to', 'the', 'generation', 'by']",train
14,generation,"['the', 'last', 'by', 'discovering']",train
14,by,"['last', 'generation', 'discovering', 'a']",train
14,discovering,"['generation', 'by', 'a', 'passage']",train
14,a,"['by', 'discovering', 'passage', 'near']",train
14,passage,"['discovering', 'a', 'near', 'the']",train
14,near,"['a', 'passage', 'the', 'pole']",train
14,the,"['passage', 'near', 'pole', 'to']",train
14,pole,"['near', 'the', 'to', 'those']",train
14,to,"['the', 'pole', 'those', 'countries']",train
14,those,"['pole', 'to', 'countries', 'to']",train
14,countries,"['to', 'those', 'to', 'reach']",train
14,to,"['those', 'countries', 'reach', 'which']",train
14,reach,"['countries', 'to', 'which', 'at']",train
14,which,"['to', 'reach', 'at', 'present']",train
14,at,"['reach', 'which', 'present', 'so']",train
14,present,"['which', 'at', 'so', 'many']",train
14,so,"['at', 'present', 'many', 'months']",train
14,many,"['present', 'so', 'months', 'are']",train
14,months,"['so', 'many', 'are', 'requisite']",train
14,are,"['many', 'months', 'requisite', 'or']",train
14,requisite,"['months', 'are', 'or', 'by']",train
14,or,"['are', 'requisite', 'by', 'ascertaining']",train
14,by,"['requisite', 'or', 'ascertaining', 'the']",train
14,ascertaining,"['or', 'by', 'the', 'secret']",train
14,the,"['by', 'ascertaining', 'secret', 'of']",train
14,secret,"['ascertaining', 'the', 'of', 'the']",train
14,of,"['the', 'secret', 'the', 'magnet']",train
14,the,"['secret', 'of', 'magnet', 'which']",train
14,magnet,"['of', 'the', 'which', 'if']",train
14,which,"['the', 'magnet', 'if', 'at']",train
14,if,"['magnet', 'which', 'at', 'all']",train
14,at,"['which', 'if', 'all', 'possible']",train
14,all,"['if', 'at', 'possible', 'can']",train
14,possible,"['at', 'all', 'can', 'only']",train
14,can,"['all', 'possible', 'only', 'be']",train
14,only,"['possible', 'can', 'be', 'effected']",train
14,be,"['can', 'only', 'effected', 'by']",train
14,effected,"['only', 'be', 'by', 'an']",train
14,by,"['be', 'effected', 'an', 'undertaking']",train
14,an,"['effected', 'by', 'undertaking', 'such']",train
14,undertaking,"['by', 'an', 'such', 'as']",train
14,such,"['an', 'undertaking', 'as', 'mine']",train
14,as,"['undertaking', 'such', 'mine', '<PAD>']",train
14,mine,"['such', 'as', '<PAD>', '<PAD>']",train
15,these,"['<PAD>', '<PAD>', 'reflections', 'have']",train
15,reflections,"['<PAD>', 'these', 'have', 'dispelled']",train
15,have,"['these', 'reflections', 'dispelled', 'the']",train
15,dispelled,"['reflections', 'have', 'the', 'agitation']",train
15,the,"['have', 'dispelled', 'agitation', 'with']",train
15,agitation,"['dispelled', 'the', 'with', 'which']",train
15,with,"['the', 'agitation', 'which', 'i']",train
15,which,"['agitation', 'with', 'i', 'began']",train
15,i,"['with', 'which', 'began', 'my']",train
15,began,"['which', 'i', 'my', 'letter']",train
15,my,"['i', 'began', 'letter', 'and']",train
15,letter,"['began', 'my', 'and', 'i']",train
15,and,"['my', 'letter', 'i', 'feel']",train
15,i,"['letter', 'and', 'feel', 'my']",train
15,feel,"['and', 'i', 'my', 'heart']",train
15,my,"['i', 'feel', 'heart', 'glow']",train
15,heart,"['feel', 'my', 'glow', 'with']",train
15,glow,"['my', 'heart', 'with', 'an']",train
15,with,"['heart', 'glow', 'an', 'enthusiasm']",train
15,an,"['glow', 'with', 'enthusiasm', 'which']",train
15,enthusiasm,"['with', 'an', 'which', 'elevates']",train
15,which,"['an', 'enthusiasm', 'elevates', 'me']",train
15,elevates,"['enthusiasm', 'which', 'me', 'to']",train
15,me,"['which', 'elevates', 'to', 'heaven']",train
15,to,"['elevates', 'me', 'heaven', 'for']",train
15,heaven,"['me', 'to', 'for', 'nothing']",train
15,for,"['to', 'heaven', 'nothing', 'contributes']",train
15,nothing,"['heaven', 'for', 'contributes', 'so']",train
15,contributes,"['for', 'nothing', 'so', 'much']",train
15,so,"['nothing', 'contributes', 'much', 'to']",train
15,much,"['contributes', 'so', 'to', 'tranquillise']",train
15,to,"['so', 'much', 'tranquillise', 'the']",train
15,tranquillise,"['much', 'to', 'the', 'mind']",train
15,the,"['to', 'tranquillise', 'mind', 'as']",train
15,mind,"['tranquillise', 'the', 'as', 'a']",train
15,as,"['the', 'mind', 'a', 'steady']",train
15,a,"['mind', 'as', 'steady', 'purpose']",train
15,steady,"['as', 'a', 'purpose', 'a']",train
15,purpose,"['a', 'steady', 'a', 'point']",train
15,a,"['steady', 'purpose', 'point', 'on']",train
15,point,"['purpose', 'a', 'on', 'which']",train
15,on,"['a', 'point', 'which', 'the']",train
15,which,"['point', 'on', 'the', 'soul']",train
15,the,"['on', 'which', 'soul', 'may']",train
15,soul,"['which', 'the', 'may', 'fix']",train
15,may,"['the', 'soul', 'fix', 'its']",train
15,fix,"['soul', 'may', 'its', 'intellectual']",train
15,its,"['may', 'fix', 'intellectual', 'eye']",train
15,intellectual,"['fix', 'its', 'eye', '<PAD>']",train
15,eye,"['its', 'intellectual', '<PAD>', '<PAD>']",train
16,this,"['<PAD>', '<PAD>', 'expedition', 'has']",train
16,expedition,"['<PAD>', 'this', 'has', 'been']",train
16,has,"['this', 'expedition', 'been', 'the']",train
16,been,"['expedition', 'has', 'the', 'favourite']",train
16,the,"['has', 'been', 'favourite', 'dream']",train
16,favourite,"['been', 'the', 'dream', 'of']",train
16,dream,"['the', 'favourite', 'of', 'my']",train
16,of,"['favourite', 'dream', 'my', 'early']",train
16,my,"['dream', 'of', 'early', 'years']",train
16,early,"['of', 'my', 'years', '<PAD>']",train
16,years,"['my', 'early', '<PAD>', '<PAD>']",train
17,i,"['<PAD>', '<PAD>', 'have', 'read']",test
17,have,"['<PAD>', 'i', 'read', 'with']",test
17,read,"['i', 'have', 'with', 'ardour']",test
17,with,"['have', 'read', 'ardour', 'the']",test
17,ardour,"['read', 'with', 'the', 'accounts']",test
17,the,"['with', 'ardour', 'accounts', 'of']",test
17,accounts,"['ardour', 'the', 'of', 'the']",test
17,of,"['the', 'accounts', 'the', 'various']",test
17,the,"['accounts', 'of', 'various', 'voyages']",test
17,various,"['of', 'the', 'voyages', 'which']",test
17,voyages,"['the', 'various', 'which', 'have']",test
17,which,"['various', 'voyages', 'have', 'been']",test
17,have,"['voyages', 'which', 'been', 'made']",test
17,been,"['which', 'have', 'made', 'in']",test
17,made,"['have', 'been', 'in', 'the']",test
17,in,"['been', 'made', 'the', 'prospect']",test
17,the,"['made', 'in', 'prospect', 'of']",test
17,prospect,"['in', 'the', 'of', 'arriving']",test
